,phylum,class,order,family,genus,species,taxon
1259,Spirochaetes <phylum>,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,,Treponema
1422,Cyanobacteria,,,,,,Cyanobacteria
1584,Caldiserica,Caldisericia,Caldisericales,Caldisericaceae,Caldisericum,Caldisericum exile,Caldisericum exile AZM16c01
1590,Synergistetes,Synergistia,Synergistales,Synergistaceae,Aminobacterium,Aminobacterium colombiense,Aminobacterium colombiense DSM 12261
1870,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium chauvoei,Clostridium chauvoei
1987,Firmicutes,Clostridia,Clostridiales,,,,Clostridiales
2054,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus harei,Peptoniphilus harei
2134,Firmicutes,Bacilli,Bacillales,Planococcaceae,Jeotgalibacillus,Jeotgalibacillus malaysiensis,Jeotgalibacillus malaysiensis
2681,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus clausii,Bacillus clausii
4517,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus
4854,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,Halanaerobium praevalens,Halanaerobium praevalens DSM 2228
4897,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella parvula,Veillonella parvula
4917,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,Megamonas hypermegale
5004,Chloroflexi <phylum>,,,,,,Chloroflexi <phylum>
5005,Chloroflexi <phylum>,,,,,,Chloroflexi <phylum>
5010,Actinobacteria <phylum>,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,Atopobium parvulum,Atopobium parvulum DSM 20469
5924,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,,,,Micrococcales
6265,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium segmentosum,Corynebacterium segmentosum
6634,Gemmatimonadetes <phylum>,Gemmatimonadetes <class>,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,,Gemmatimonas
6635,Gemmatimonadetes <phylum>,Gemmatimonadetes <class>,Gemmatimonadales,Gemmatimonadaceae,,,Gemmatimonadaceae
6903,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga gingivalis,Capnocytophaga gingivalis
7151,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cloacibacterium,Cloacibacterium normanense,Cloacibacterium normanense
7180,Bacteroidetes <phylum>,Bacteroidia,Marinilabiliales,Prolixibacteraceae,Draconibacterium,Draconibacterium orientale,Draconibacterium orientale
7291,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides <genus>,Bacteroides salanitronis,Bacteroides salanitronis DSM 18170
7378,Bacteroidetes <phylum>,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,,Sphingobacterium
7399,Bacteroidetes <phylum>,,,,,,Bacteroidetes <phylum>
7400,,,,,,,Bacteria <prokaryotes>
7827,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,,,Arcobacter group
7960,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,,Campylobacter
8225,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio alaskensis,Desulfovibrio alaskensis G20
8266,Proteobacteria,Oligoflexia,Bacteriovoracales,Halobacteriovoraceae,Halobacteriovorax,Halobacteriovorax marinus,Halobacteriovorax marinus SJ
8276,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Pelobacter,Pelobacter carbinolicus,Pelobacter carbinolicus DSM 2380
8323,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus,Desulfococcus oleovorans,Desulfococcus oleovorans Hxd3
8595,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Sideroxydans,Sideroxydans lithotrophicus,Sideroxydans lithotrophicus ES-1
8674,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria subflava,Neisseria subflava
9514,Proteobacteria,Betaproteobacteria,Rhodocyclales,,,,Rhodocyclales
9555,Proteobacteria,Gammaproteobacteria,Chromatiales,Granulosicoccaceae,Sulfuriflexus,Sulfuriflexus mobilis,Sulfuriflexus mobilis
9569,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,,,Chromatiaceae
9650,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,,,Coxiellaceae
9659,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio versutus,Thioalkalivibrio versutus
9686,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylovulum,Methylovulum psychrotolerans,Methylovulum psychrotolerans
9865,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter ursingii,Acinetobacter ursingii
10555,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas sp. 1513,Halomonas sp. 1513
10615,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,,,Halomonadaceae
10693,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella algae,Shewanella algae
12414,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia marcescens,Serratia marcescens
13356,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,,Idiomarina
13483,Proteobacteria,Alphaproteobacteria,Magnetococcales,Magnetococcaceae,Magnetococcus,Magnetococcus marinus,Magnetococcus marinus MC-1
800,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas vesicularis,Brevundimonas vesicularis
3249,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp. I-G2,Streptococcus sp. I-G2
5462,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Micrococcaceae,Rothia <bacteria>,Rothia mucilaginosa,Rothia mucilaginosa
5958,Actinobacteria <phylum>,Actinobacteria <class>,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. JS614,Nocardioides sp. JS614
7163,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,Flavobacteriaceae
7300,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella intermedia,Prevotella intermedia ATCC 25611 = DSM 20706
9917,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii,Acinetobacter junii
12700,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus influenzae,Haemophilus influenzae R2846
58,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,,Microvirga
170,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingosinicella,Sphingosinicella sp. BN140058,Sphingosinicella sp. BN140058
1318,Cyanobacteria,,Oscillatoriales,Gomontiellaceae,Crinalium,Crinalium epipsammum,Crinalium epipsammum PCC 9333
3885,Fusobacteria <phylum>,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia buccalis,Leptotrichia buccalis C-1013-b
3919,Fusobacteria <phylum>,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum,Fusobacterium nucleatum subsp. nucleatum ChDC F316
4464,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis,Staphylococcus epidermidis
5524,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Micrococcaceae,Micrococcus,Micrococcus luteus,Micrococcus luteus
6897,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Aequorivita sp. H23M31,Aequorivita sp. H23M31
7434,Bacteroidetes <phylum>,Cytophagia,Cytophagales,Cyclobacteriaceae,Cyclobacterium,,Cyclobacterium
9700,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,,,Methylococcaceae
10020,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,Marinobacter similis,Marinobacter similis
10038,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,,Alcanivorax
10512,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. S-6-2,Pseudomonas sp. S-6-2
7510,Bacteroidetes <phylum>,Cytophagia,Cytophagales,Amoebophilaceae,Candidatus Cardinium,,Candidatus Cardinium
219,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,Altererythrobacter sp. B11,Altererythrobacter sp. B11
501,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Rhodobacteraceae
555,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Roseitalea,Roseitalea porphyridii,Roseitalea porphyridii
1435,Cyanobacteria,,Oscillatoriales,,,,Oscillatoriales
3409,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter jejuni,Campylobacter jejuni
4157,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,,Mycoplasma
4203,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma apis,Spiroplasma apis B31
4342,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,Salinicoccus halodurans,Salinicoccus halodurans
5087,Actinobacteria <phylum>,Actinobacteria <class>,Micromonosporales,Micromonosporaceae,Actinoplanes,,Actinoplanes
5492,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Micrococcaceae,Psychromicrobium,Psychromicrobium lacuslunae,Psychromicrobium lacuslunae
5525,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Micrococcaceae,,,Micrococcaceae
7351,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Odoribacteraceae,,,Odoribacteraceae
7474,Bacteroidetes <phylum>,Cytophagia,Cytophagales,Hymenobacteraceae,Pontibacter,Pontibacter korlensis,Pontibacter korlensis
7485,Bacteroidetes <phylum>,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter sedentarius,Hymenobacter sedentarius
7599,Chlamydiae <phylum>,Chlamydiia,Parachlamydiales,Waddliaceae,Waddlia,Waddlia chondrophila,Waddlia chondrophila WSU 86-1044
7771,Candidatus Saccharibacteria,,,,,Candidatus Saccharibacteria bacterium YM_S32_TM7_50_20,Candidatus Saccharibacteria bacterium YM_S32_TM7_50_20
8931,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,,Sutterella
8940,Proteobacteria,Betaproteobacteria,Burkholderiales,,Paucibacter,Paucibacter sp. KCTC 42545,Paucibacter sp. KCTC 42545
9697,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,,Methylomicrobium
9774,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,Kangiella,,Kangiella
10021,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,Marinobacter sp. CP1,Marinobacter sp. CP1
10145,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri,Pseudomonas stutzeri
11050,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Atlantibacter,Atlantibacter hermannii,Atlantibacter hermannii
13031,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio tasmaniensis,Vibrio tasmaniensis LGP32
13352,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina sp. X4,Idiomarina sp. X4
13446,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,,,Cellvibrionaceae
13515,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodomicrobium,Rhodomicrobium vannielii,Rhodomicrobium vannielii ATCC 17100
997,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,,,Anaplasmataceae
7751,Acidobacteria <phylum>,Acidobacteriia,,,,,Acidobacteriia
8335,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Syntrophus <bacteria>,Syntrophus aciditrophicus,Syntrophus aciditrophicus SB
8363,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Cystobacter,Cystobacter fuscus,Cystobacter fuscus
9671,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Spiribacter,,Spiribacter
6,Proteobacteria,Alphaproteobacteria,,,Phreatobacter,Phreatobacter stygius,Phreatobacter stygius
517,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter sp. LSS9,Phaeobacter sp. LSS9
532,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Jannaschia,Jannaschia sp. CCS1,Jannaschia sp. CCS1
891,Proteobacteria,Alphaproteobacteria,Holosporales,Candidatus Paracaedibacteraceae,Candidatus Paracaedibacter,Candidatus Paracaedibacter acanthamoebae,Candidatus Paracaedibacter acanthamoebae
1142,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,,Deinococcus
1148,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus scotoductus,Thermus scotoductus SA-01
1263,Spirochaetes <phylum>,Spirochaetia,Spirochaetales,,,,Spirochaetales
1439,Cyanobacteria,,Oscillatoriales,,,,Oscillatoriales
4411,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus xylosus,Staphylococcus xylosus
4522,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus
5996,Actinobacteria <phylum>,Actinobacteria <class>,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,Cutibacterium acnes KPA171202
6154,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,Corynebacterium
6252,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium ureicelerivorans,Corynebacterium ureicelerivorans
7100,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium indologenes,Chryseobacterium indologenes
7323,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella melaninogenica,Prevotella melaninogenica
7404,Bacteroidetes <phylum>,Chitinophagia,Chitinophagales,Chitinophagaceae,Filimonas,Filimonas lacunae,Filimonas lacunae
8446,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Pseudoxanthomonas spadix,Pseudoxanthomonas spadix BD-a59
9065,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,Lautropia mirabilis,Lautropia mirabilis
9861,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter haemolyticus,Acinetobacter haemolyticus
9907,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. ACNIH1,Acinetobacter sp. ACNIH1
10749,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila,Aeromonas hydrophila subsp. hydrophila ATCC 7966
12232,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Klebsiella pneumoniae subsp. pneumoniae
618,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella,Brucella abortus,Brucella abortus
857,Proteobacteria,Alphaproteobacteria,,,,,Alphaproteobacteria
1459,Cyanobacteria,,Synechococcales,Prochlorotrichaceae,Halomicronema,Halomicronema hongdechloris,Halomicronema hongdechloris C2206
1527,Cyanobacteria,,,,,,Cyanobacteria
1838,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,Clostridium
1994,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum,Lachnoanaerobaculum umeaense,Lachnoanaerobaculum umeaense
2971,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,Lactococcus lactis subsp. cremoris A76
4683,Firmicutes,Bacilli,Bacillales,Listeriaceae,,,Listeriaceae
5572,Actinobacteria <phylum>,Actinobacteria <class>,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia odontolytica,Schaalia odontolytica
7376,Bacteroidetes <phylum>,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium daejeonense,Sphingobacterium daejeonense
7429,Bacteroidetes <phylum>,Cytophagia,Cytophagales,Bernardetiaceae,Bernardetia,Bernardetia litoralis,Bernardetia litoralis DSM 6794
7699,Chlamydiae <phylum>,Chlamydiia,,,,,Chlamydiia
7739,Acidobacteria <phylum>,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Granulicella,Granulicella mallensis,Granulicella mallensis MP5ACTX8
7800,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,Arcobacter ellisii,Arcobacter ellisii
8269,Proteobacteria,Oligoflexia,Bacteriovoracales,,,,Bacteriovoracales
8938,Proteobacteria,Betaproteobacteria,Burkholderiales,,Thiomonas,Thiomonas intermedia,Thiomonas intermedia
9465,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia sp. NR 4-1,Massilia sp. NR 4-1
9554,Proteobacteria,Gammaproteobacteria,Chromatiales,Granulosicoccaceae,Granulosicoccus,Granulosicoccus antarcticus,Granulosicoccus antarcticus IMCC3135
10012,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,Marinobacter salinus,Marinobacter salinus
11819,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli
2057,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,,Anaerococcus
2827,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus sp. 1NLA3E,Bacillus sp. 1NLA3E
3890,Fusobacteria <phylum>,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,,Leptotrichia
4515,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,Staphylococcus aureus
4870,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfofarcimen,Desulfofarcimen acetoxidans,Desulfofarcimen acetoxidans DSM 771
6771,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,,Polaribacter
6928,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,,Capnocytophaga
7407,Bacteroidetes <phylum>,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavisolibacter,,Flavisolibacter
9810,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella <genus>,Moraxella osloensis,Moraxella osloensis
10485,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,Pseudomonas putida
907,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Orientia,Orientia tsutsugamushi,Orientia tsutsugamushi
1033,Proteobacteria,Alphaproteobacteria,,,,,Alphaproteobacteria
1758,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,Hungateiclostridium,,Hungateiclostridium
5874,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Microbacteriaceae,Mycetocola,Mycetocola sp. 449,Mycetocola sp. 449
8267,Proteobacteria,Oligoflexia,Bacteriovoracales,Halobacteriovoraceae,Halobacteriovorax,Halobacteriovorax sp. BALOs_7,Halobacteriovorax sp. BALOs_7
8320,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfobacca,Desulfobacca acetoxidans,Desulfobacca acetoxidans DSM 11109
9742,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella sp. TX077310,Francisella sp. TX077310
12608,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,,,Orbaceae
828,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,,Caulobacteraceae
7707,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Lacunisphaera,Lacunisphaera limnophila,Lacunisphaera limnophila
7768,,,,,,,Bacteria <prokaryotes>
839,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Liberibacter,,Liberibacter
7781,,,,,,,Bacteria candidate phyla
8263,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,,,,Desulfovibrionales
13140,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,Vibrio harveyi group
5008,Chloroflexi <phylum>,Ktedonobacteria,Ktedonobacterales,,,Ktedonobacterales bacterium SCAWS-G2,Ktedonobacterales bacterium SCAWS-G2
7532,,,,,,,Bacteria <prokaryotes>
544,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Rhodobacteraceae
7576,Planctomycetes <phylum>,Planctomycetia,Planctomycetales,,,,Planctomycetales
962,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,,Rickettsiales
1019,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,,Wolbachia
493,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,Ruegeria pomeroyi,Ruegeria pomeroyi DSS-3
503,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassococcus,Thalassococcus sp. S3,Thalassococcus sp. S3
643,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. ACO-34A,Rhizobium sp. ACO-34A
1187,Spirochaetes <phylum>,Spirochaetia,Spirochaetales,Spirochaetaceae,Sediminispirochaeta,Sediminispirochaeta smaragdinae,Sediminispirochaeta smaragdinae DSM 11293
1190,Spirochaetes <phylum>,Spirochaetia,Spirochaetales,Spirochaetaceae,Salinispira,Salinispira pacifica,Salinispira pacifica
1406,Cyanobacteria,,Synechococcales,Synechococcaceae,Dactylococcopsis,Dactylococcopsis salina,Dactylococcopsis salina PCC 8305
4544,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,Staphylococcus aureus
4850,,,,,,,Bacteria <prokaryotes>
4865,Firmicutes,Clostridia,,,,,Clostridia
4998,Chloroflexi <phylum>,Anaerolineae,Anaerolineales,Anaerolineaceae,Pelolinea,Pelolinea submarina,Pelolinea submarina
6624,Actinobacteria <phylum>,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,,Rubrobacter
7184,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Porphyromonadaceae,Petrimonas,Petrimonas mucosa,Petrimonas mucosa
7516,Bacteroidetes <phylum>,Cytophagia,Cytophagales,Flammeovirgaceae,,,Flammeovirgaceae
7590,Planctomycetes <phylum>,Planctomycetia,Planctomycetales,Planctomycetaceae,,,Planctomycetaceae
7596,Planctomycetes <phylum>,,,,,,Planctomycetes <phylum>
8308,Proteobacteria,Oligoflexia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Bdellovibrio bacteriovorus,Bdellovibrio bacteriovorus
8314,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfocapsa,Desulfocapsa sulfexigens,Desulfocapsa sulfexigens DSM 10523
9560,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,,Chromatiaceae bacterium 2141T.STBD.0c.01a,Chromatiaceae bacterium 2141T.STBD.0c.01a
9563,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thioflavicoccus,Thioflavicoccus mobilis,Thioflavicoccus mobilis 8321
9651,Proteobacteria,Gammaproteobacteria,Chromatiales,Woeseiaceae,Woeseia,Woeseia oceani,Woeseia oceani
9676,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,,,Ectothiorhodospiraceae
9682,Proteobacteria,Gammaproteobacteria,Chromatiales,,Thiohalobacter,Thiohalobacter thiocyanaticus,Thiohalobacter thiocyanaticus
10217,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,Pseudomonas fluorescens
174,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,Novosphingobium
213,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus,Croceicoccus marinus,Croceicoccus marinus
441,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicola,Oceanicola sp. D3,Oceanicola sp. D3
499,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,Ruegeria sp. AD91A,Ruegeria sp. AD91A
803,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,,Brevundimonas
1239,Spirochaetes <phylum>,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema succinifaciens,Treponema succinifaciens DSM 2489
1351,Cyanobacteria,,Nostocales,Aphanizomenonaceae,Nodularia <Cyanobacteria>,Nodularia spumigena,Nodularia spumigena UHCC 0039
2064,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia,Finegoldia magna,Finegoldia magna ATCC 29328
2599,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,,Bacillus cereus group
2811,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus sp. Y1,Bacillus sp. Y1
2818,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,,Bacillus <bacterium>
2887,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus cecorum,Enterococcus cecorum
4773,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,Paenibacillus
5363,Actinobacteria <phylum>,,,,,Actinobacteria bacterium IMCC26077,Actinobacteria bacterium IMCC26077
6004,Actinobacteria <phylum>,Actinobacteria <class>,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,Cutibacterium acnes
6843,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Formosa,Formosa sp. Hel3_A1_48,Formosa sp. Hel3_A1_48
6923,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga leadbetteri,Capnocytophaga leadbetteri
7234,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,,,,Bacteroidales
7467,Bacteroidetes <phylum>,Cytophagia,Cytophagales,,,,Cytophagales
