,phylum,class,order,family,genus,species,taxon
5740,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,Methylophaga frappieri,GCF_000260965.1_Methylophaga frappieri_strain=JAM7
7103,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Luteimonas yindakuii,GCF_004803715.2_Luteimonas yindakuii_strain=S-1072
7278,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter sp. FWC26,GCF_002742645.2_Caulobacter sp. FWC26_strain=FWC26
11028,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,
11037,Firmicutes,Bacilli,Bacillales,Bacillaceae,Halobacillus,Halobacillus mangrovi,GCF_002097535.1_Halobacillus mangrovi_strain=KTB 131
11827,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium ulcerans,GCF_900478315.1_Fusobacterium ulcerans_strain=NCTC12112
11830,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium mortiferum,GCF_003019315.1_Fusobacterium mortiferum ATCC 9817_strain=ATCC 9817
13009,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus bombi,GCF_003522965.1_Lactobacillus bombi_strain=BI-2.5
13032,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus apis,GCF_003150935.1_Lactobacillus apis_strain=ESL0185
13723,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,GCF_000009645.1_Staphylococcus aureus subsp. aureus N315_strain=N315
15117,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,,
15295,Actinobacteria,Actinobacteria,Candidatus Nanopelagicales,Candidatus Nanopelagicaceae,Candidatus Nanopelagicus,,
16580,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,Conexibacter woesei,GCF_000025265.1_Conexibacter woesei DSM 14684_strain=DSM 14684
660,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella uliginis,GCF_001895265.1_Francisella uliginis_strain=TX07-7310
8036,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter litoralis,GCF_001719165.1_Erythrobacter litoralis_strain=DSM 8509
8602,Proteobacteria,,,,,,
10571,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,Hungateiclostridium,Hungateiclostridium saccincola,GCF_002844395.1_Hungateiclostridium saccincola_strain=GGR1
14968,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Herbiconiux,Herbiconiux sp. SALV-R1,GCF_013113715.1_Herbiconiux sp. SALV-R1_strain=SALV-R1
8334,Proteobacteria,Alphaproteobacteria,,,,,
8518,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,,
10055,Cyanobacteria,,,,,,
206,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum,Sulfurospirillum sp. JPD-1,GCF_002309535.1_Sulfurospirillum sp. JPD-1_strain=JPD-1
423,Proteobacteria,Oligoflexia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,,
436,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacterium,Desulfobacterium autotrophicum,GCF_000020365.1_Desulfobacterium autotrophicum HRM2_strain=HRM2
449,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfomonile,Desulfomonile tiedjei,GCF_000266945.1_Desulfomonile tiedjei DSM 6799_strain=DSM 6799
883,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,,,
4266,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium damselae,GCF_002142615.1_Photobacterium damselae subsp. damselae_strain=KC-Na-1
5678,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Bermanella,Bermanella marisrubri,GCF_012295615.1_Bermanella marisrubri_strain=RED65
8883,Bacteroidetes,Bacteroidia,,,,,
9755,,,,,,,
10393,Synergistetes,Synergistia,Synergistales,Synergistaceae,Aminobacterium,Aminobacterium colombiense,GCF_000025885.1_Aminobacterium colombiense DSM 12261_strain=DSM 12261
10456,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Marinitoga,Marinitoga piezophila,GCF_000255135.1_Marinitoga piezophila KA3_strain=KA3
16783,Planctomycetes,,,,,Planctomycetes bacterium Q31a,GCF_007752135.1_Planctomycetes bacterium Q31a_strain=Q31a
16868,Planctomycetes,,,,,,
8523,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,,alpha proteobacterium HIMB59,GCF_000299115.1_alpha proteobacterium HIMB59_strain=HIMB59
236,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,Arcobacter pacificus,GCF_004214795.1_Arcobacter pacificus_strain=LMG 26638
1203,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Saliniradius,Saliniradius amylolyticus,GCF_003143555.1_Saliniradius amylolyticus_strain=HMF8227
7521,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,,,
10243,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,,,
10400,Candidatus Bipolaricaulota,,,,Candidatus Bipolaricaulis,Candidatus Bipolaricaulis anaerobius,GCF_900465355.1_Candidatus Bipolaricaulis anaerobius
11820,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,,,
16909,,Candidatus Babeliae,Candidatus Babeliales,Candidatus Babeliaceae,Candidatus Babela,Candidatus Babela massiliensis,GCF_000513475.1_Candidatus Babela massiliensis_strain=673862
250,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,Arcobacter cryaerophilus,GCF_003660085.1_Arcobacter cryaerophilus D2610_strain=D2610
583,Proteobacteria,Gammaproteobacteria,,,,,
826,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,
981,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella algae,GCF_003721455.1_Shewanella algae_strain=KC-Na-R1
1130,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,,
4035,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus parainfluenzae,GCF_000210895.1_Haemophilus parainfluenzae T3T1_strain=T3T1
4822,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter ursingii,GCF_003966675.1_Acinetobacter ursingii_strain=M3
5657,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Litoricolaceae,Litoricola,Litoricola lipolytica,GCF_009650135.1_Litoricola lipolytica_strain=IMCC 1097
5735,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylovulum,Methylovulum psychrotolerans,GCF_002209385.1_Methylovulum psychrotolerans_strain=HV10_M2
6658,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,Azoarcus sp. M9-3-2,GCF_010983895.1_Azoarcus sp. M9-3-2_strain=M9-3-2
6703,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Candidatus Nitrotoga,Candidatus Nitrotoga sp. AM1P,GCF_013168275.1_Candidatus Nitrotoga sp. AM1P_strain=AM1P
7512,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,,
7554,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Liberibacter,,
8058,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter gangjinensis,GCF_001886695.1_Erythrobacter gangjinensis_strain=JCM 15420
8255,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter inhibens,GCF_000154745.2_Phaeobacter inhibens 2.10_strain=2.1
8327,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Glycocaulis,Glycocaulis alkaliphilus,GCF_004000605.1_Glycocaulis alkaliphilus_strain=6B-8
8563,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Nitrospirillum,Nitrospirillum amazonense,GCF_000730165.1_Nitrospirillum amazonense CBAmc_strain=CBAmC
9043,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cloacibacterium,Cloacibacterium normanense,GCF_003860565.1_Cloacibacterium normanense_strain=NRS-1
9457,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga gingivalis,GCF_002302415.1_Capnocytophaga gingivalis_strain=H1496
9513,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,,
9596,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,,,
10073,Cyanobacteria,,,,,,
10533,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermacetogenium,Thermacetogenium phaeum,GCF_000305935.1_Thermacetogenium phaeum DSM 12270_strain=DSM 12270
10800,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus harei,GCF_900638565.1_Peptoniphilus harei_strain=NCTC13077
10906,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium chauvoei,GCF_002327205.1_Clostridium chauvoei_strain=12S0467
11027,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus clausii,
13750,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,
14125,Firmicutes,Bacilli,Bacillales,Planococcaceae,Jeotgalibacillus,Jeotgalibacillus malaysiensis,GCF_000818095.1_Jeotgalibacillus malaysiensis_strain=malaysiensis
14380,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella parvula,GCF_002005185.1_Veillonella parvula_strain=UTDB1-3
14411,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,GCF_900187035.1_Megamonas hypermegale_strain=NCTC10570
14478,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,Atopobium parvulum,GCF_000024225.1_Atopobium parvulum DSM 20469_strain=DSM 20469
14611,Actinobacteria,Actinobacteria,Micrococcales,,,,
15688,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,,,
16564,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,,
16723,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,,,,
16910,,,,,,,
16922,,,,,,,
381,Proteobacteria,Deltaproteobacteria,Myxococcales,,,,
712,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis,
1110,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas salmonicida,GCF_002180335.1_Aeromonas salmonicida_strain=O23A
1461,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Arsenophonus,Arsenophonus nasoniae,GCF_004768525.1_Arsenophonus nasoniae_strain=FIN
2664,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,,
4836,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. SWBY1,GCF_002946595.1_Acinetobacter sp. SWBY1
4896,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella osloensis,
4919,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,Alcanivorax xenomutans,GCF_002072815.1_Alcanivorax xenomutans_strain=P40
5614,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Spongiibacter,Spongiibacter sp. IMCC21906,GCF_001010805.1_Spongiibacter sp. IMCC21906_strain=IMCC21906
5791,Proteobacteria,Betaproteobacteria,Burkholderiales,,Methylibium,,
6912,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Laribacter,Laribacter hongkongensis,
8520,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,,
9768,,,,,,,
10649,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,
13128,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,
14094,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus,Planococcus sp. Y42,GCF_001999905.1_Planococcus sp. Y42_strain=Y42
15005,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,,,
15161,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,Kocuria palustris,GCF_001275345.1_Kocuria palustris_strain=MU14/1
5672,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,,
12779,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus,
362,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,,,
471,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,,,
1469,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Providencia rettgeri,GCF_010318885.1_Providencia rettgeri_strain=BML2496
4964,Proteobacteria,Gammaproteobacteria,,,,,
5604,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Simiduia,Simiduia agarivorans,GCF_000305785.2_Simiduia agarivorans SA1 = DSM 21679_strain=SA1 = DSM 21679
8730,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,,
8782,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides vulgatus,GCF_008728395.1_Bacteroides vulgatus_strain=VIC01
9756,Calditrichaeota,Calditrichae,Calditrichales,Calditrichaceae,Caldithrix,Caldithrix abyssi,GCF_001886815.1_Caldithrix abyssi DSM 13497_strain=LF13
10226,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,,,
10341,Firmicutes,Clostridia,Halanaerobiales,,,,
13412,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus animalis,GCF_005311005.1_Lactobacillus animalis_strain=LL1
16850,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera,Anaerohalosphaera lusitana,GCF_002007645.1_Anaerohalosphaera lusitana_strain=ST-NAGAB-D1
